债券募集说明书名称,公告发布日,半透明小字
2016年江苏省张家港经济技术开发区实业总公司企业债券募集说明书,2016-04-05,2016 年江苏省张家港经济开发区实业总公司企业债券募集说明书 声明及提示 一、发行人声
漳州市九龙江集团有限公司公开发行2016年公司债券募集说明书摘要,2016-04-05,漳州市九龙江集团有限公司 （住所：漳州市芗城区上街 1 号片仔癀综合大楼 18 层） 公开
2016年大连普湾工程项目管理有限公司公司债券募集说明书,2016-04-05,2016年大连普湾工程项目管理有限公司公司债券募集说明书 0 2016年大连普湾工程项目管理
2016年遂宁开达投资有限公司公司债券募集说明书,2016-04-01,遂宁开达投资有限公司公司债券募集说明书 i 声明及提示 一、发行人声明 发行人已批准本
2016年第二期贵阳观山湖建设投资发展有限公司公司债券募集说明书,2016-04-01,2016年第二期贵阳观山湖建设投资发展有限公司公司债券募集说明书 I 声明及提示 一、发
2016年第一期枝江市国有资产经营中心企业债券募集说明书,2016-04-01,2016 年第一期枝江市国有资产经营中心企业债券募集说明书 I 重要声明 一、发行人总经理
智慧能源公开发行公司债券募集说明书摘要（第一期）,2016-03-31,
智慧能源公开发行公司债券募集说明书（第一期）,2016-03-31,
2015年内江建工集团有限责任公司双创孵化专项债券募集说明书,2016-03-31,2015年内江建工集团有限责任公司双创孵化专项债券 募集说明书 1 声明及提示 一、 发行
2016年上虞经济开发区投资开发有限公司公司债券募集说明书,2016-03-31,2016 年上虞经济开发区投资开发有限公司公司债券募集说明书 I 重要声明及提示 一、发行
远东智慧能源股份有限公司公开发行公司债券募集说明书摘要（第一期）,2016-03-31,股票简称：智慧能源 股票代码：600869 远东智慧能源股份有限公司 （住所：青海省西宁市
2016年重庆市璧山区城市建设投资有限公司公司债券募集说明书,2016-03-31,+1 ~ ~&quot; I I h- I 0 ~ l-tt I ~ &#39;m J ~)l~ &quot;&quot;&#39;&gt;~ ;:ID E 1ft III JM ~ -c: :::J~ XI I...
远东智慧能源股份有限公司公开发行公司债券募集说明书（第一期）,2016-03-31,股票简称：智慧能源 股票代码：600869 远东智慧能源股份有限公司 （住所：青海省西宁市
2016年重庆市璧山区城市建设投资有限公司公司债券募集说明书摘要,2016-03-31,"N a ~ (J&#39;) I I 0 I )l., -tA&#39; III J]] ~ ~ ~~ F=i 1 ~ ~ ~ ~ &quot;&quot; l:::: =:J xm t» ..."
2015年江西和济投资有限公司公司债券募集说明书,2016-03-31,2015年江西和济投资有限公司 公司债券募集说明书 发行人 江西和济投资有限公司 主承销
2016年宣城市国有资产投资有限公司公司债券募集说明书,2016-03-30,宣城市国有资产投资有限公司 公司债券募集说明书 I 重要声明及提示 一、发行人董事会声
2016年吉林市城市建设控股集团有限公司公司债券募集说明书,2016-03-29,1 2016 年吉林市城市建设控股集团有限公司 公司债券募集说明书 发行人：吉林市城市建设
2016年遵义市新区开发投资有限责任公司新蒲新区城市停车场建设专项债券募集说明书,2016-03-29,2016 年遵义市新区开发投资有限责任公司新蒲新区城市停车场建设专项债券募集说明书 I
2016年遵义市新区开发投资有限责任公司新蒲新区城市停车场建设专项债券募集说明书摘要,2016-03-29,声明及提示 一、发行人声明 发行人董事会已批准本期债券募集说明书及其摘要，发行人全
永泰能源公开发行2016年公司债券募集说明书（第一期）（面向合格投资者）,2016-03-28,"永泰能源股份有限公司 WINTIME ENERGY CO .,LTD （山西省灵石县翠峰镇新建街南 110号）"
永泰能源公开发行2016年公司债券募集说明书摘要（第一期）（面向合格投资者）,2016-03-28,"永泰能源股份有限公司 WINTIME ENERGY CO .,LTD （山西省灵石县翠峰镇新建街南 110号）"
永泰能源2016年公司债券募集说明书摘要（第一期）,2016-03-28,"永泰能源股份有限公司 WINTIME ENERGY CO .,LTD （山西省灵石县翠峰镇新建街南 110号）"
2016年平潭综合实验区交通投资集团有限公司公司债券募集说明书,2016-03-28,2016年平潭综合实验区交通投资集团有限公司公司债券募集说明书 I 声明及提示 一、发行
广州番禺海怡房地产开发有限公司2016年公开发行公司债券募集说明书（面向合格投资者）,2016-03-28,广州番禺海怡房地产开发有限公司 （住所：广州市番禺区南村沙滘岛东端） 2016 年公开发
广州番禺海怡房地产开发有限公司2016年公开发行公司债券募集说明书摘要（面向合格投资者）,2016-03-28,广州番禺海怡房地产开发有限公司 2016年公开发行公司债券募集说明书摘要（面向合格投资
广州番禺海怡房地产开发有限公司2016年公开发行公司债券募集说明书摘要（面向合格投资者）,2016-03-28,广州番禺海怡房地产开发有限公司 2016年公开发行公司债券募集说明书摘要（面向合格投资
2016年高密市国有资产经营投资有限公司公司债券募集说明书,2016-03-28,高密国投 募集说明书 1 声明及提示 一、发行人声明 发行人董事会已批准本期债券募集说
广州番禺海怡房地产开发有限公司2016年公开发行公司债券募集说明书（面向合格投资者）,2016-03-28,广州番禺海怡房地产开发有限公司 （住所：广州市番禺区南村沙滘岛东端） 2016 年公开发
永泰能源2016年公司债券募集说明书（第一期）,2016-03-28,"永泰能源股份有限公司 WINTIME ENERGY CO .,LTD （山西省灵石县翠峰镇新建街南 110号）"
2015年湖南省铁路投资集团有限公司公司债券募集说明书,2016-03-25,2015年湖南省铁路投资集团有限公司公司债券募集说明书 3 声明及提示 一、发行人董事会
2016年第一期贵阳观山湖建设投资发展有限公司公司债券募集说明书,2016-03-25,2016年第一期贵阳观山湖建设投资发展有限公司公司债券募集说明书 I 声明及提示 一、发
2016年长沙市芙蓉城市建设投资有限责任公司公司债券募集说明书,2016-03-24,2016 年长沙市芙蓉城市建设投资有限责任公司公司债券募集说明书 Administrator打字机文
2016年和田玉鑫国有资产投资经营有限责任公司公司债券募集说明书,2016-03-24,2016年和田玉鑫国有资产投资经营有限责任公司公司债券募集说明书 发行人 和田玉鑫国有
2015年仁寿县资产经营有限公司公司债券募集说明书,2016-03-24,2015 年仁寿县资产经营有限公司公司债券 募集说明书 发行人 仁寿县资产经营有限公司 主
浙江永利实业集团有限公司公开发行2016年公司债券募集说明书摘要,2016-03-24,浙江永利实业集团有限公司 （住所：浙江省绍兴市柯桥区杨汛桥镇） 2016年公开发行公司
2016年奉化市投资有限公司危旧房改造二期工程项目收益债券募集说明书摘要,2016-03-24,2016 年奉化市投资有限公司 危旧房改造二期工程项目收益债券 募集说明书摘要 发行人：
浙江永利实业集团有限公司公开发行2016年公司债券募集说明书,2016-03-24,浙江永利实业集团有限公司 （住所：浙江省绍兴市柯桥区杨汛桥镇） 2016年公开发行公司
2016年奉化市投资有限公司危旧房改造二期工程项目收益债券募集说明书,2016-03-24,2016 年奉化市投资有限公司 危旧房改造二期工程项目收益债券 募集说明书 发行人：奉化
2016年新沂市城市投资发展有限公司公司债券募集说明书,2016-03-24,2016 年新沂市城市投资发展有限公司 公司债券募集说明书 发行人：新沂市城市投资发展有
2016年瑞安市国有资产投资集团有限公司公司债券募集说明书,2016-03-23,2016 年瑞安市国有资产投资集团有限公司公司债券募集说明书 1 重要声明及提示 一、 发
2016年新密财源城市开发建设有限公司公司债券募集说明书,2016-03-23,2016 年新密财源城市开发建设有限公司公司债券募集说明书 重要声明及提示 一、发行人声
北汽集团2016年公开发行公司债券募集说明书摘要,2016-03-23,北京汽车集团有限公司 2016 年公开发行公司债券募集说明书摘要 1 北京汽车集团有限公司
2015年重庆市潼南区城市建设投资（集团）有限公司公司债券募集说明书,2016-03-23,2015 年重庆市潼南区城市建设投资(集团)有限公司公司债券募集说明书 II 声明及提示 一
2016年威海市城市开发投资有限公司公司债券募集说明书,2016-03-23,威海市城市开发投资有限公司 公司债券募集说明书 i 声明及提示 一、发行人声明 发行人
乌鲁木齐房地产开发（集团）有限公司公开发行2016年第一期公司债券募集说明书,2016-03-23,乌鲁木齐房地产开发（集团）有限公司公开发行 2016 年第一期公司债券 募集说明书 1-1-
泸州市工业投资集团有限公司公开发行2016年公司债券募集说明书摘要（面向合格投资者）,2016-03-23,泸州市工业投资集团有限公司 （住所：四川省泸州市江阳区迎晖路 47 号 6 楼） 公开发行
北汽集团2016年公开发行公司债券募集说明书,2016-03-23,北京汽车集团有限公司 2016 年公开发行公司债券募集说明书 1 声明 本募集说明书依据《
2016年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书,2016-03-23,2016 年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书 1 重要声明
乌鲁木齐房地产开发（集团）有限公司公开发行2016年第一期公司债券募集说明书摘要,2016-03-23,乌鲁木齐房地产开发（集团）有限公司公开发行 2016 年公司债券 募集说明书摘要 1-1-1
泸州市工业投资集团有限公司公开发行2016年公司债券募集说明书（面向合格投资者）,2016-03-23,泸州市工业投资集团有限公司公开发行公司债券募集说明书（面向合格投资者） I 声明 本
2016年襄阳经济技术开发区投资建设有限公司公司债券募集说明书,2016-03-22,2016 年襄阳经济技术开发区投资建设有限公司公司债券募集说明书 I 2016 年襄阳经济技术
